Order_ID,Date,Month,Quarter,Product,Category,City,Units_Sold,Cost_Per_Unit,Selling_Price_Per_Unit,Discount_Pct,Total_Cost,Revenue,Profit,Profit_Margin_Pct,Stock_Available,Stock_Status,Customer_Type,Sales_Rep,Payment_Mode,Rating,Profit_Status,Discount_Category
TZ1141,2024-11-03,November,Q4,Refrigerator,Appliances,Delhi,3,23341,61190,10,70023,236254.59,166231.59,70.36,32,Adequate,Returning,Meera,UPI,3.7,Profitable,Low Discount
TZ1142,2024-12-26,December,Q4,Desktop PC,Computing,Bangalore,7,46527,40375,0,325689,367412.5,41723.5,11.36,51,Adequate,Loyal,Sneha,EMI,4,Profitable,No Discount
TZ1143,2024-01-07,January,Q1,Smartwatch,Mobile,Delhi,4,8598,19526,15,34392,73027.24,38635.24,52.91,8,Critical,New,Priya,Credit Card,3.6,Profitable,Medium Discount
TZ1144,2023-04-14,April,Q2,Bluetooth Speaker,Audio,Hyderabad,14,7050,2118,10,98700,20015.1,-78684.9,-393.13,59,Adequate,Loyal,Priya,EMI,4.1,Loss,Low Discount
TZ1145,2023-06-16,June,Q2,Tablet,Computing,Hyderabad,3,26341,16431,15,79023,31424.29,-47598.71,-151.47,33,Adequate,Loyal,Meera,Credit Card,5,Loss,Medium Discount
TZ1146,2024-09-17,September,Q3,Smartwatch,Mobile,Chennai,4,11749,7918,10,46996,24229.08,-22766.92,-93.97,17,Low,New,Amit,EMI,5,Loss,Low Discount
TZ1147,2024-04-17,April,Q2,Smartwatch,Mobile,Chennai,9,11641,10859,5,104769,78917.78,-25851.22,-32.76,8,Critical,Loyal,Priya,Debit Card,3.6,Loss,Low Discount
TZ1148,2024-05-07,May,Q2,LED TV,Display,Hyderabad,15,21723,66622,30,325845,524648.25,198803.25,37.89,65,Adequate,Returning,Rahul,Credit Card,3.3,Profitable,High Discount
TZ1149,2024-06-09,June,Q2,Tablet,Computing,Chennai,2,19275,41761,15,38550,60344.64,21794.64,36.12,32,Adequate,New,Sneha,Cash,4.1,Profitable,Medium Discount
TZ1150,2024-01-18,January,Q1,Smartphone,Mobile,Chennai,2,20285,24715,0,40570,42015.5,1445.5,3.44,12,Low,New,Meera,Debit Card,4.7,Profitable,No Discount
TZ1151,2023-05-21,May,Q2,Laptop,Computing,Bangalore,8,44095,94731,15,352760,644170.8,291410.8,45.24,38,Adequate,Loyal,Rahul,Cash,3.5,Profitable,Medium Discount
TZ1152,2023-08-09,August,Q3,Tablet,Computing,Hyderabad,7,15643,40433,10,109501,210150.52,100649.52,47.89,25,Adequate,Returning,Rahul,Cash,3.9,Profitable,Low Discount
TZ1153,2024-10-16,October,Q4,Refrigerator,Appliances,Chennai,1,25265,55756,5,25265,58529.86,33264.86,56.83,50,Adequate,Loyal,Vikram,Credit Card,4.6,Profitable,Low Discount
TZ1154,2023-10-26,October,Q4,Monitor,Display,Mumbai,10,19561,17882,30,195610,195271.44,-338.56,-0.17,103,Overstocked,New,Meera,Cash,3.5,Loss,High Discount
TZ1155,2024-01-05,January,Q1,Desktop PC,Computing,Hyderabad,1,50588,62810,0,50588,47107.5,-3480.5,-7.39,50,Adequate,Returning,Amit,Debit Card,4.6,Loss,No Discount
TZ1156,2024-01-01,January,Q1,Desktop PC,Computing,Bangalore,4,31793,70135,10,127172,252486,125314,49.63,18,Low,New,Amit,EMI,4,Profitable,Low Discount
TZ1157,2024-10-20,October,Q4,Tablet,Computing,Chennai,8,32700,20972,5,261600,176122.86,-85477.14,-48.53,14,Low,Loyal,Sneha,Cash,3.9,Loss,Low Discount
TZ1158,2023-02-14,February,Q1,Smartphone,Mobile,Mumbai,6,38584,30321,15,231504,185564.52,-45939.48,-24.76,19,Low,Returning,Amit,Cash,4.6,Loss,Medium Discount
TZ1159,2023-07-15,July,Q3,Smartwatch,Mobile,Bangalore,14,3783,18185,10,52962,252044.1,199082.1,78.99,10,Low,New,Amit,UPI,4.8,Profitable,Low Discount
TZ1160,2024-03-26,March,Q1,Monitor,Display,Bangalore,3,24259,26302,20,72777,63124.8,-9652.2,-15.29,116,Overstocked,Returning,Rahul,UPI,3.1,Loss,Medium Discount
TZ1161,2024-09-08,September,Q3,Tablet,Computing,Hyderabad,5,22525,18361,0,112625,68853.75,-43771.25,-63.57,30,Adequate,Loyal,Amit,Debit Card,4.2,Loss,No Discount
TZ1162,2024-03-12,March,Q1,Tablet,Computing,Chennai,6,26651,16387,10,159906,75216.33,-84689.67,-112.59,49,Adequate,Returning,Amit,Cash,3.6,Loss,Low Discount
TZ1163,2024-10-14,October,Q4,Monitor,Display,Bangalore,9,13242,11020,15,119178,109593.9,-9584.1,-8.75,127,Overstocked,Loyal,Sneha,Cash,3.7,Loss,Medium Discount
TZ1164,2023-08-30,August,Q3,Washing Machine,Appliances,Bangalore,3,27545,56174,5,82635,176105.49,93470.49,53.08,48,Adequate,New,Meera,UPI,4.9,Profitable,Low Discount
TZ1165,2024-01-16,January,Q1,Headphones,Audio,Mumbai,10,3755,10674,10,37550,115279.2,77729.2,67.43,35,Adequate,Returning,Meera,Debit Card,3.9,Profitable,Low Discount
TZ1166,2023-04-27,April,Q2,Laptop,Computing,Delhi,8,68930,70361,0,551440,619176.8,67736.8,10.94,26,Adequate,Returning,Meera,UPI,3.8,Profitable,No Discount
TZ1167,2024-09-18,September,Q3,Smartwatch,Mobile,Chennai,4,5009,6223,0,20036,21158.2,1122.2,5.3,16,Low,New,Meera,UPI,5,Profitable,No Discount
TZ1168,2024-11-29,November,Q4,LED TV,Display,Bangalore,12,19255,56044,30,231060,612000.48,380940.48,62.25,87,Adequate,Returning,Priya,Credit Card,3.8,Profitable,High Discount
TZ1169,2024-06-04,June,Q2,Smartphone,Mobile,Mumbai,4,33954,19101,5,135816,87100.56,-48715.44,-55.93,17,Low,New,Amit,EMI,4.4,Loss,Low Discount
TZ1170,2024-04-23,April,Q2,Bluetooth Speaker,Audio,Delhi,10,1706,2577,10,17060,25512.3,8452.3,33.13,35,Adequate,Loyal,Meera,UPI,4.3,Profitable,Low Discount
TZ1171,2024-02-24,February,Q1,Refrigerator,Appliances,Mumbai,2,38776,65096,5,77552,148418.88,70866.88,47.75,38,Adequate,Returning,Meera,EMI,4,Profitable,Low Discount
TZ1172,2024-07-18,July,Q3,Washing Machine,Appliances,Hyderabad,2,40158,27456,20,80316,36241.92,-44074.08,-121.61,42,Adequate,New,Rahul,EMI,3.2,Loss,Medium Discount
TZ1173,2023-06-18,June,Q2,Tablet,Computing,Bangalore,4,23338,32003,10,93352,115210.8,21858.8,18.97,15,Low,Returning,Priya,EMI,3.9,Profitable,Low Discount
TZ1174,2024-10-02,October,Q4,Smartwatch,Mobile,Hyderabad,9,4530,12234,5,40770,101985.68,61215.68,60.02,20,Low,Loyal,Priya,Credit Card,4.5,Profitable,Low Discount
TZ1175,2024-09-11,September,Q3,LED TV,Display,Hyderabad,1,16859,25323,10,16859,17093.03,234.03,1.37,132,Overstocked,Loyal,Amit,Credit Card,4.7,Profitable,Low Discount
TZ1176,2024-03-02,March,Q1,Refrigerator,Appliances,Mumbai,4,53754,41983,15,215016,171290.64,-43725.36,-25.53,40,Adequate,New,Meera,UPI,3.9,Loss,Medium Discount
TZ1177,2023-03-16,March,Q1,Air Conditioner,Appliances,Mumbai,2,53809,59238,20,107618,113736.96,6118.96,5.38,39,Adequate,New,Amit,EMI,3.1,Profitable,Medium Discount
TZ1178,2023-11-23,November,Q4,Air Conditioner,Appliances,Bangalore,4,33569,56283,5,134276,278038.02,143762.02,51.71,30,Adequate,New,Sneha,Cash,3.9,Profitable,Low Discount
TZ1179,2023-09-11,September,Q3,Tablet,Computing,Mumbai,1,21509,27587,15,21509,28138.74,6629.74,23.56,25,Adequate,New,Amit,EMI,4.6,Profitable,Medium Discount
TZ1180,2023-07-14,July,Q3,Tablet,Computing,Chennai,8,28343,43805,10,226744,294895.26,68151.26,23.11,41,Adequate,New,Rahul,UPI,4.3,Profitable,Low Discount
TZ1181,2023-09-04,September,Q3,Smartphone,Mobile,Hyderabad,6,9594,13312,10,57564,53913.6,-3650.4,-6.77,17,Low,Loyal,Meera,UPI,3.9,Loss,Low Discount
TZ1182,2023-01-09,January,Q1,Desktop PC,Computing,Chennai,3,42332,55971,15,126996,121317.14,-5678.86,-4.68,33,Adequate,New,Sneha,Cash,4.4,Loss,Medium Discount
TZ1183,2023-07-19,July,Q3,LED TV,Display,Hyderabad,5,19818,45319,30,99090,130858.61,31768.61,24.28,107,Overstocked,Loyal,Amit,EMI,3.7,Profitable,High Discount
TZ1184,2023-05-02,May,Q2,Tablet,Computing,Mumbai,7,24228,41047,10,169596,310315.32,140719.32,45.35,45,Adequate,Returning,Priya,Credit Card,4.4,Profitable,Low Discount
TZ1185,2024-02-16,February,Q1,Bluetooth Speaker,Audio,Mumbai,1,1318,3745,10,1318,4044.6,2726.6,67.41,40,Adequate,Loyal,Sneha,Credit Card,4.4,Profitable,Low Discount
TZ1186,2024-06-11,June,Q2,Tablet,Computing,Bangalore,6,17324,27876,10,103944,150530.4,46586.4,30.95,47,Adequate,Returning,Vikram,EMI,4.3,Profitable,Low Discount
TZ1187,2024-12-26,December,Q4,Refrigerator,Appliances,Bangalore,4,19090,47140,15,76360,208358.8,131998.8,63.35,53,Adequate,New,Sneha,EMI,4,Profitable,Medium Discount
TZ1188,2024-12-05,December,Q4,Washing Machine,Appliances,Mumbai,5,30551,36401,10,152755,255535.02,102780.02,40.22,56,Adequate,New,Vikram,UPI,3.8,Profitable,Low Discount
TZ1189,2024-10-06,October,Q4,Air Conditioner,Appliances,Hyderabad,4,34684,47872,5,138736,177365.76,38629.76,21.78,46,Adequate,Loyal,Rahul,Credit Card,3.5,Profitable,Low Discount
TZ1190,2023-11-18,November,Q4,Monitor,Display,Delhi,7,14681,23447,30,102767,164293.13,61526.13,37.45,149,Overstocked,Loyal,Sneha,Cash,3.7,Profitable,High Discount
TZ1191,2024-06-15,June,Q2,Smartphone,Mobile,Hyderabad,6,29699,41350,15,178194,158163.75,-20030.25,-12.66,12,Low,New,Sneha,EMI,4,Loss,Medium Discount
TZ1192,2023-12-29,December,Q4,Washing Machine,Appliances,Bangalore,5,30865,31600,10,154325,184860,30535,16.52,27,Adequate,Loyal,Amit,Credit Card,4.9,Profitable,Low Discount
TZ1193,2023-11-01,November,Q4,Smartwatch,Mobile,Delhi,12,14550,12011,10,174600,185497.88,10897.88,5.87,17,Low,Returning,Vikram,Debit Card,3.9,Profitable,Low Discount
TZ1194,2024-08-10,August,Q3,Washing Machine,Appliances,Hyderabad,4,44352,44856,15,177408,125821.08,-51586.92,-41,59,Adequate,New,Amit,Cash,3.9,Loss,Medium Discount
TZ1195,2023-03-22,March,Q1,LED TV,Display,Chennai,11,31806,68977,25,349866,483701.21,133835.21,27.67,77,Adequate,New,Vikram,Debit Card,3.9,Profitable,High Discount
TZ1196,2024-12-13,December,Q4,Smartwatch,Mobile,Delhi,2,13087,16138,5,26174,43846.95,17672.95,40.31,9,Critical,New,Meera,EMI,3.8,Profitable,Low Discount
TZ1197,2023-08-27,August,Q3,Laptop,Computing,Mumbai,7,56646,92012,15,396522,722662.25,326140.25,45.13,16,Low,Loyal,Priya,Cash,4.9,Profitable,Medium Discount
TZ1198,2023-06-11,June,Q2,Monitor,Display,Chennai,8,14535,19412,20,116280,105601.28,-10678.72,-10.11,86,Adequate,Loyal,Rahul,Cash,3.7,Loss,Medium Discount
TZ1199,2023-08-26,August,Q3,Bluetooth Speaker,Audio,Mumbai,15,2434,8346,5,36510,156988.26,120478.26,76.74,12,Low,Returning,Sneha,Credit Card,4.9,Profitable,Low Discount
TZ1200,2023-10-24,October,Q4,Laptop,Computing,Mumbai,5,72221,84503,0,361105,659123.4,298018.4,45.21,31,Adequate,Returning,Sneha,EMI,4.3,Profitable,No Discount
TZ1201,2023-05-18,May,Q2,Bluetooth Speaker,Audio,Chennai,5,2579,3345,10,12895,12794.62,-100.38,-0.78,20,Low,Loyal,Sneha,Debit Card,4.6,Loss,Low Discount
TZ1202,2023-01-15,January,Q1,Air Conditioner,Appliances,Bangalore,3,37659,43501,20,112977,104402.4,-8574.6,-8.21,37,Adequate,Loyal,Amit,Cash,3.4,Loss,Medium Discount
TZ1203,2023-04-08,April,Q2,Tablet,Computing,Delhi,8,22603,23128,0,180824,203526.4,22702.4,11.15,26,Adequate,Returning,Priya,UPI,4.6,Profitable,No Discount
TZ1204,2023-12-04,December,Q4,Smartwatch,Mobile,Hyderabad,12,12386,4187,10,148632,44089.11,-104542.89,-237.12,13,Low,Loyal,Priya,Cash,4.5,Loss,Low Discount
TZ1205,2024-04-21,April,Q2,Smartwatch,Mobile,Delhi,7,14240,12233,10,99680,84774.69,-14905.31,-17.58,5,Critical,Loyal,Amit,Debit Card,4.4,Loss,Low Discount
TZ1206,2023-08-13,August,Q3,Tablet,Computing,Chennai,3,26908,39501,10,80724,99720.27,18996.27,19.05,36,Adequate,Loyal,Vikram,UPI,4.6,Profitable,Low Discount
TZ1207,2024-11-11,November,Q4,Smartphone,Mobile,Delhi,11,32731,49047,0,360041,771509.31,411468.31,53.33,18,Low,Returning,Vikram,Debit Card,3.6,Profitable,No Discount
TZ1208,2024-07-31,July,Q3,Desktop PC,Computing,Mumbai,4,34820,42783,10,139280,203304.82,64024.82,31.49,43,Adequate,Returning,Rahul,Credit Card,4.6,Profitable,Low Discount
TZ1209,2024-05-15,May,Q2,Desktop PC,Computing,Hyderabad,8,28646,61716,5,229168,351781.2,122613.2,34.85,42,Adequate,Returning,Sneha,EMI,3.6,Profitable,Low Discount
TZ1210,2024-04-18,April,Q2,Washing Machine,Appliances,Bangalore,1,27974,35676,5,27974,33892.2,5918.2,17.46,57,Adequate,New,Vikram,Cash,3.6,Profitable,Low Discount
TZ1211,2023-12-19,December,Q4,Air Conditioner,Appliances,Mumbai,5,28948,36523,20,144740,227903.52,83163.52,36.49,12,Low,Returning,Sneha,Credit Card,3.8,Profitable,Medium Discount
TZ1212,2024-10-18,October,Q4,Air Conditioner,Appliances,Chennai,3,50066,61395,20,150198,162819.54,12621.54,7.75,34,Adequate,New,Meera,EMI,3.1,Profitable,Medium Discount
TZ1213,2023-12-23,December,Q4,Desktop PC,Computing,Delhi,7,59658,40345,5,417606,383660.78,-33945.22,-8.85,10,Low,New,Amit,UPI,4.5,Loss,Low Discount
TZ1214,2024-07-11,July,Q3,Monitor,Display,Hyderabad,7,15525,18110,25,108675,78438.94,-30236.06,-38.55,94,Adequate,New,Amit,Credit Card,3.9,Loss,High Discount
TZ1215,2023-04-26,April,Q2,Laptop,Computing,Chennai,1,50772,58505,0,50772,49729.25,-1042.75,-2.1,16,Low,Loyal,Rahul,UPI,4.4,Loss,No Discount
TZ1216,2024-12-21,December,Q4,Laptop,Computing,Delhi,1,61362,73767,5,61362,100212.47,38850.47,38.77,44,Adequate,New,Rahul,Credit Card,4.3,Profitable,Low Discount
TZ1217,2023-10-24,October,Q4,Smartphone,Mobile,Hyderabad,6,26922,49185,10,161532,258959.03,97427.03,37.62,9,Critical,Returning,Priya,EMI,3.8,Profitable,Low Discount
TZ1218,2023-11-04,November,Q4,Smartwatch,Mobile,Mumbai,9,12693,18413,5,114237,245592.59,131355.59,53.49,15,Low,Loyal,Sneha,Cash,5,Profitable,Low Discount
TZ1219,2024-10-20,October,Q4,Washing Machine,Appliances,Chennai,5,25444,46284,20,127220,204575.28,77355.28,37.81,19,Low,Returning,Sneha,Credit Card,3.8,Profitable,Medium Discount
TZ1220,2024-04-29,April,Q2,Smartphone,Mobile,Delhi,5,36099,19460,15,180495,90975.5,-89519.5,-98.4,3,Critical,Loyal,Sneha,UPI,4.3,Loss,Medium Discount
TZ1221,2023-05-18,May,Q2,Monitor,Display,Delhi,5,14662,20822,10,73310,103068.9,29758.9,28.87,107,Overstocked,Returning,Rahul,EMI,4.6,Profitable,Low Discount
TZ1222,2023-07-15,July,Q3,Laptop,Computing,Bangalore,7,79149,84647,0,554043,651781.9,97738.9,15,14,Low,New,Vikram,EMI,3.8,Profitable,No Discount
TZ1223,2023-08-02,August,Q3,LED TV,Display,Bangalore,15,16004,33881,15,240060,475181.03,235121.03,49.48,144,Overstocked,New,Meera,UPI,4.9,Profitable,Medium Discount
TZ1224,2024-12-13,December,Q4,Refrigerator,Appliances,Delhi,4,33684,59181,15,134736,287738.02,153002.02,53.17,59,Adequate,Returning,Sneha,UPI,4.3,Profitable,Medium Discount
TZ1225,2024-01-03,January,Q1,Smartwatch,Mobile,Bangalore,6,11401,18463,15,68406,94161.3,25755.3,27.35,16,Low,New,Meera,UPI,4.6,Profitable,Medium Discount
TZ1226,2023-11-24,November,Q4,Smartphone,Mobile,Bangalore,6,21563,12996,5,129378,96300.36,-33077.64,-34.35,6,Critical,New,Amit,EMI,4.9,Loss,Low Discount
TZ1227,2024-08-16,August,Q3,Air Conditioner,Appliances,Chennai,3,34988,44857,15,104964,106950.3,1986.3,1.86,24,Low,Returning,Vikram,Credit Card,4.2,Profitable,Medium Discount
TZ1228,2024-11-01,November,Q4,Washing Machine,Appliances,Bangalore,3,40013,51022,20,120039,159188.64,39149.64,24.59,39,Adequate,New,Meera,Debit Card,3.2,Profitable,Medium Discount
TZ1229,2024-07-13,July,Q3,Headphones,Audio,Delhi,15,10382,12515,0,155730,227147.25,71417.25,31.44,43,Adequate,New,Rahul,Cash,4.6,Profitable,No Discount
TZ1230,2024-02-27,February,Q1,Tablet,Computing,Delhi,2,16948,15299,5,33896,31974.91,-1921.09,-6.01,42,Adequate,Returning,Amit,Cash,4.4,Loss,Low Discount
TZ1231,2024-11-13,November,Q4,Refrigerator,Appliances,Chennai,4,19030,23433,20,76120,82859.09,6739.09,8.13,10,Low,New,Vikram,Debit Card,3.5,Profitable,Medium Discount
TZ1232,2023-10-21,October,Q4,Laptop,Computing,Hyderabad,7,46748,52013,0,327236,354988.73,27752.73,7.82,43,Adequate,New,Priya,Credit Card,4.4,Profitable,No Discount
TZ1233,2023-09-16,September,Q3,LED TV,Display,Bangalore,13,41011,25178,20,533143,261851.2,-271291.8,-103.61,101,Overstocked,Returning,Vikram,Credit Card,4,Loss,Medium Discount
TZ1234,2023-08-20,August,Q3,Smartwatch,Mobile,Mumbai,11,13647,16445,0,150117,238781.4,88664.4,37.13,4,Critical,Returning,Sneha,UPI,4.3,Profitable,No Discount
TZ1235,2023-02-27,February,Q1,Washing Machine,Appliances,Mumbai,2,17709,51758,20,35418,99375.36,63957.36,64.36,51,Adequate,Returning,Vikram,Cash,3.9,Profitable,Medium Discount
TZ1236,2023-02-13,February,Q1,Smartphone,Mobile,Delhi,15,36446,47144,15,546690,661194.6,114504.6,17.32,10,Low,New,Rahul,Debit Card,4.8,Profitable,Medium Discount
TZ1237,2024-07-31,July,Q3,Washing Machine,Appliances,Mumbai,2,42866,39610,5,85732,99341.88,13609.88,13.7,23,Low,Loyal,Priya,UPI,4.9,Profitable,Low Discount
TZ1238,2023-11-03,November,Q4,Tablet,Computing,Hyderabad,4,30569,42349,15,122276,140386.94,18110.94,12.9,53,Adequate,Loyal,Amit,UPI,4.6,Profitable,Medium Discount
TZ1239,2023-05-24,May,Q2,Air Conditioner,Appliances,Mumbai,5,47666,35519,5,238330,202458.3,-35871.7,-17.72,37,Adequate,New,Rahul,Debit Card,4.4,Loss,Low Discount
TZ1240,2024-09-20,September,Q3,Refrigerator,Appliances,Chennai,3,19941,64557,15,59823,139927.3,80104.3,57.25,60,Adequate,Returning,Sneha,Credit Card,4,Profitable,Medium Discount
TZ1241,2024-01-20,January,Q1,Monitor,Display,Delhi,11,20454,12808,30,224994,108483.76,-116510.24,-107.4,87,Adequate,New,Meera,Cash,3.1,Loss,High Discount
TZ1242,2023-06-07,June,Q2,Monitor,Display,Delhi,12,20767,20376,20,249204,215170.56,-34033.44,-15.82,63,Adequate,New,Rahul,Debit Card,3.4,Loss,Medium Discount
TZ1243,2023-10-04,October,Q4,Desktop PC,Computing,Delhi,2,37280,60244,15,74560,146453.16,71893.16,49.09,45,Adequate,Loyal,Vikram,UPI,3.7,Profitable,Medium Discount
TZ1244,2023-04-02,April,Q2,LED TV,Display,Hyderabad,2,54120,59193,20,108240,71031.6,-37208.4,-52.38,99,Adequate,New,Amit,UPI,3.4,Loss,Medium Discount
TZ1245,2023-03-28,March,Q1,Air Conditioner,Appliances,Hyderabad,2,59151,43113,20,118302,51735.6,-66566.4,-128.67,20,Low,New,Amit,Debit Card,3.3,Loss,Medium Discount
TZ1246,2023-05-30,May,Q2,Desktop PC,Computing,Delhi,7,43085,59597,10,301595,413007.21,111412.21,26.98,40,Adequate,New,Amit,Debit Card,4.9,Profitable,Low Discount
TZ1247,2024-10-02,October,Q4,Headphones,Audio,Hyderabad,10,4703,9501,0,47030,92634.75,45604.75,49.23,18,Low,Returning,Rahul,UPI,4,Profitable,No Discount
TZ1248,2024-09-27,September,Q3,Monitor,Display,Bangalore,8,18968,24110,30,151744,135016,-16728,-12.39,67,Adequate,Returning,Amit,EMI,3.9,Loss,High Discount
TZ1249,2023-07-25,July,Q3,Headphones,Audio,Bangalore,3,8024,7228,10,24072,21467.16,-2604.84,-12.13,57,Adequate,Loyal,Meera,UPI,5,Loss,Low Discount
TZ1250,2023-09-06,September,Q3,LED TV,Display,Chennai,5,40751,43921,10,203755,167997.82,-35757.18,-21.28,122,Overstocked,New,Vikram,EMI,3.8,Loss,Low Discount
TZ1251,2024-07-17,July,Q3,Laptop,Computing,Chennai,4,63734,97277,10,254936,327434.38,72498.38,22.14,54,Adequate,New,Sneha,UPI,3.7,Profitable,Low Discount
TZ1252,2023-11-07,November,Q4,Smartphone,Mobile,Bangalore,11,13050,37730,15,143550,458608.15,315058.15,68.7,4,Critical,Returning,Vikram,UPI,4.4,Profitable,Medium Discount
TZ1253,2024-07-01,July,Q3,Bluetooth Speaker,Audio,Chennai,9,1301,7390,0,11709,62186.85,50477.85,81.17,16,Low,New,Meera,Debit Card,3.7,Profitable,No Discount
TZ1254,2024-09-19,September,Q3,Laptop,Computing,Hyderabad,7,56731,97181,15,397117,433670.21,36553.21,8.43,16,Low,New,Rahul,Debit Card,3.8,Profitable,Medium Discount
TZ1255,2024-06-15,June,Q2,Bluetooth Speaker,Audio,Hyderabad,12,5712,5121,15,68544,39175.65,-29368.35,-74.97,33,Adequate,Returning,Sneha,EMI,4.5,Loss,Medium Discount
TZ1256,2023-06-04,June,Q2,LED TV,Display,Mumbai,8,21851,39361,25,174808,283399.2,108591.2,38.32,60,Adequate,New,Meera,Credit Card,3.3,Profitable,High Discount
TZ1257,2023-12-18,December,Q4,Headphones,Audio,Delhi,9,9412,7706,15,84708,84299.79,-408.21,-0.48,16,Low,Returning,Meera,UPI,4,Loss,Medium Discount
TZ1258,2023-11-04,November,Q4,Laptop,Computing,Mumbai,1,57483,87465,0,57483,136445.4,78962.4,57.87,53,Adequate,New,Meera,Credit Card,4.3,Profitable,No Discount
TZ1259,2024-07-19,July,Q3,Tablet,Computing,Bangalore,7,27140,22597,15,189980,147897.37,-42082.63,-28.45,50,Adequate,New,Priya,UPI,4.1,Loss,Medium Discount
TZ1260,2024-09-20,September,Q3,Smartphone,Mobile,Chennai,10,22075,35482,0,220750,301597,80847,26.81,8,Critical,New,Amit,Cash,4.4,Profitable,No Discount
TZ1261,2024-07-03,July,Q3,Tablet,Computing,Bangalore,6,18457,29993,0,110742,197953.8,87211.8,44.06,26,Adequate,Loyal,Sneha,EMI,4.9,Profitable,No Discount
TZ1262,2023-11-17,November,Q4,Refrigerator,Appliances,Chennai,5,43725,61469,5,218625,322635.41,104010.41,32.24,32,Adequate,Returning,Sneha,EMI,3.8,Profitable,Low Discount
TZ1263,2024-11-20,November,Q4,Air Conditioner,Appliances,Bangalore,5,30554,40778,15,152770,225298.45,72528.45,32.19,17,Low,New,Amit,Cash,3.8,Profitable,Medium Discount
TZ1264,2024-12-11,December,Q4,Tablet,Computing,Hyderabad,7,25704,34543,5,179928,223968.18,44040.18,19.66,46,Adequate,Returning,Sneha,Credit Card,4.2,Profitable,Low Discount
TZ1265,2024-07-04,July,Q3,Air Conditioner,Appliances,Delhi,5,35935,64089,15,179675,329577.68,149902.68,45.48,18,Low,New,Amit,UPI,4.4,Profitable,Medium Discount
TZ1266,2024-01-03,January,Q1,Laptop,Computing,Chennai,3,47787,98425,15,143361,213336.19,69975.19,32.8,45,Adequate,Loyal,Meera,UPI,4.1,Profitable,Medium Discount
TZ1267,2024-05-18,May,Q2,Monitor,Display,Chennai,8,13480,12708,30,107840,60490.08,-47349.92,-78.28,53,Adequate,New,Amit,Cash,3.3,Loss,High Discount
TZ1268,2024-07-04,July,Q3,Smartwatch,Mobile,Delhi,13,10492,13267,15,136396,177386.42,40990.42,23.11,19,Low,Loyal,Rahul,EMI,3.7,Profitable,Medium Discount
TZ1269,2024-07-10,July,Q3,LED TV,Display,Hyderabad,14,17726,69807,25,248164,604703.14,356539.14,58.96,119,Overstocked,New,Sneha,Cash,3.7,Profitable,High Discount
TZ1270,2024-10-31,October,Q4,Smartphone,Mobile,Bangalore,14,9056,39473,10,126784,646567.74,519783.74,80.39,13,Low,New,Sneha,Cash,4.7,Profitable,Low Discount
TZ1271,2023-08-31,August,Q3,Smartphone,Mobile,Hyderabad,12,19489,49994,15,233868,420699.51,186831.51,44.41,7,Critical,Loyal,Priya,Credit Card,4.7,Profitable,Medium Discount
TZ1272,2023-03-02,March,Q1,Refrigerator,Appliances,Bangalore,5,36421,62115,10,182105,279517.5,97412.5,34.85,30,Adequate,Loyal,Amit,Debit Card,4.4,Profitable,Low Discount
TZ1273,2024-06-10,June,Q2,Washing Machine,Appliances,Mumbai,2,39579,45974,5,79158,104820.72,25662.72,24.48,27,Adequate,Loyal,Priya,Credit Card,3.9,Profitable,Low Discount
TZ1274,2024-12-29,December,Q4,LED TV,Display,Delhi,13,59317,45736,25,771121,637674.18,-133446.82,-20.93,68,Adequate,Loyal,Meera,Debit Card,3.6,Loss,High Discount
TZ1275,2024-01-20,January,Q1,Headphones,Audio,Mumbai,11,3025,8600,10,33275,102168,68893,67.43,54,Adequate,Returning,Sneha,UPI,4,Profitable,Low Discount
TZ1276,2023-01-03,January,Q1,Air Conditioner,Appliances,Mumbai,4,48476,36150,20,193904,138816,-55088,-39.68,23,Low,Returning,Priya,UPI,3.3,Loss,Medium Discount
TZ1277,2023-10-18,October,Q4,LED TV,Display,Hyderabad,10,23558,57102,25,235580,417558.38,181978.38,43.58,150,Overstocked,Returning,Meera,Cash,3,Profitable,High Discount
TZ1278,2024-10-03,October,Q4,Headphones,Audio,Mumbai,2,4088,9230,15,8176,24477.96,16301.96,66.6,10,Low,Returning,Priya,Credit Card,4.8,Profitable,Medium Discount
TZ1279,2023-11-06,November,Q4,Tablet,Computing,Bangalore,2,33449,26810,10,66898,62735.4,-4162.6,-6.64,15,Low,Returning,Meera,Credit Card,3.6,Loss,Low Discount
TZ1280,2024-10-02,October,Q4,Smartwatch,Mobile,Delhi,7,13739,5494,0,96173,54994.94,-41178.06,-74.88,2,Critical,New,Sneha,Cash,3.7,Loss,No Discount
TZ1281,2023-08-20,August,Q3,Bluetooth Speaker,Audio,Chennai,1,1066,7129,0,1066,6665.61,5599.61,84.01,37,Adequate,Loyal,Priya,UPI,3.6,Profitable,No Discount
TZ1282,2024-01-28,January,Q1,Desktop PC,Computing,Mumbai,2,45535,56088,10,91070,121150.08,30080.08,24.83,18,Low,Returning,Priya,Credit Card,3.6,Profitable,Low Discount
TZ1283,2024-07-30,July,Q3,Laptop,Computing,Hyderabad,3,63842,68015,5,191526,159920.27,-31605.73,-19.76,50,Adequate,Loyal,Priya,UPI,4.4,Loss,Low Discount
